Id,SalePrice
1461,11.739072128363564
1462,11.958641242352172
1463,12.147816110577264
1464,12.165838545549699
1465,12.175178997749745
1466,12.083628077977394
1467,11.993196831921782
1468,12.017023828865028
1469,12.110817116091281
1470,11.718196272221489
1471,12.212902607322375
1472,11.45581171745399
1473,11.467679816119364
1474,11.94099703487123
1475,11.83288190773372
1476,12.898396581362682
1477,12.464362278720731
1478,12.631381092995728
1479,12.542373440279972
1480,13.032033205091656
1481,12.721259497748793
1482,12.21359399865755
1483,12.044931257905194
1484,12.083591033337818
1485,12.070277757723302
1486,12.164238415671273
1487,12.896518637746222
1488,12.402277517800309
1489,12.256623813283579
1490,12.25207386400903
1491,12.160053237600591
1492,11.447288784436163
1493,12.094710748633636
1494,12.609037678368885
1495,12.62034317809029
1496,12.380836914205052
1497,12.172768866390953
1498,12.024145254567392
1499,11.982232327584045
1500,11.93348346556922
1501,12.08072517671656
1502,11.931610918710145
1503,12.644830709008296
1504,12.308368214195008
1505,12.338054945493052
1506,12.090357553655464
1507,12.34633337732911
1508,12.207056088599671
1509,12.032516719997197
1510,11.883543537083312
1511,11.844222401232685
1512,12.055839693098381
1513,11.88810051766916
1514,11.977852990881424
1515,12.158111157453243
1516,12.055588454130767
1517,11.929662548135969
1518,11.842546105798263
1519,12.28309950216406
1520,11.81336667631533
1521,11.823704266298181
1522,12.101164528913444
1523,11.631862512128421
1524,11.742728932591547
1525,11.692852722987645
1526,11.720755247029707
1527,11.55977205525963
1528,11.748363723046962
1529,11.886559884766378
1530,11.99372082400969
1531,11.547622913271411
1532,11.48100045611227
1533,11.827069345859739
1534,11.643873179660966
1535,11.949766543299788
1536,11.615069762072359
1537,11.186309211004728
1538,12.015840813624626
1539,12.229504278002604
1540,11.538490123271133
1541,11.95451623034935
1542,11.874830545864555
1543,12.255078906875966
1544,11.19709899415315
1545,11.537465509756771
1546,11.674215713805866
1547,11.820318675045858
1548,11.800537861553856
1549,11.678025606463263
1550,11.928626774092981
1551,11.594905867228196
1552,11.804010265264308
1553,11.941019722819297
1554,11.574267099215191
1555,12.104930855239981
1556,11.451957596938314
1557,11.626799871417768
1558,11.406994289541334
1559,11.286202364665153
1560,11.82619557091271
1561,11.794464776083087
1562,11.765003666687285
1563,11.645430414321998
1564,11.922298668198815
1565,11.919037905631722
1566,12.32223378529324
1567,11.194519501784054
1568,12.292767225296439
1569,11.866770248285542
1570,11.764155268937479
1571,11.856232643156346
1572,11.94344336773257
1573,12.439540799285416
1574,11.707156813149169
1575,12.270719619335722
1576,12.224452264203048
1577,12.178660220481175
1578,11.915145468542127
1579,11.892600526939432
1580,12.183302554912578
1581,11.884241483255513
1582,11.782528480203696
1583,12.683215371901214
1584,12.375218191773616
1585,11.847733900124942
1586,11.078571565594128
1587,11.515966143207645
1588,11.869877425354053
1589,11.45138721725536
1590,11.794566559503133
1591,11.521746185633889
1592,11.657577713762787
1593,11.75407074812428
1594,11.66849068529125
1595,11.665567908715833
1596,12.36446219986641
1597,12.16691903386479
1598,12.160672910115274
1599,12.110388150081953
1600,12.087375890715593
1601,11.205554934010054
1602,11.68113918066845
1603,11.209538612949146
1604,12.554057324069612
1605,12.382318218031726
1606,12.022158021328016
1607,12.013055713572273
1608,12.291034608537528
1609,12.208360584785515
1610,11.925997287302478
1611,11.870338380314713
1612,12.034258837347144
1613,11.989294832996455
1614,11.668875609191694
1615,11.366996922289996
1616,11.24196306677199
1617,11.386504578877776
1618,11.751865168134813
1619,11.765428945059169
1620,12.025289702239565
1621,11.792472730570852
1622,11.85631634451685
1623,12.498957967448803
1624,12.246949864123401
1625,11.653742560063996
1626,12.002749847986676
1627,12.186534939516783
1628,12.51412826000175
1629,12.121150988079565
1630,12.855741419750242
1631,12.309706827897797
1632,12.387200208819793
1633,12.045355956112061
1634,12.158083574317526
1635,12.101853256166354
1636,11.94221251365431
1637,12.164146939121723
1638,12.271182969049951
1639,12.12162298727245
1640,12.496037332447697
1641,12.101983966091476
1642,12.292506259722353
1643,12.30072951351281
1644,12.299947029306832
1645,12.119542259179633
1646,11.942776197019178
1647,12.007120737820737
1648,11.833716866833417
1649,11.820711977442055
1650,11.623413984331608
1651,11.734815348867972
1652,11.498661295519332
1653,11.516098625495593
1654,11.945884428813695
1655,11.937885732140295
1656,11.913648388401803
1657,11.945985686257492
1658,11.911373594095258
1659,11.875259938992029
1660,11.933014564210936
1661,13.011574433476525
1662,12.944751062052362
1663,12.897830000597382
1664,12.858222055677599
1665,12.668034777424417
1666,12.673187940844993
1667,12.851539711389936
1668,12.766712306219755
1669,12.681197328095665
1670,12.79352021665025
1671,12.474786268613665
1672,12.982494909941991
1673,12.625045901664105
1674,12.400003351903347
1675,12.100240618555826
1676,12.103364968379093
1677,12.24624888548643
1678,12.927127866135928
1679,12.85167205911249
1680,12.62117972956933
1681,12.423891525451884
1682,12.667811657439273
1683,12.127390487022776
1684,12.058158035549694
1685,12.070915863157035
1686,12.055059757956519
1687,12.027111365867672
1688,12.167652510485746
1689,12.173536873087057
1690,12.140469785958992
1691,12.088244565637199
1692,12.518835514953201
1693,12.01256551749221
1694,12.142772094899346
1695,12.03782885575673
1696,12.545238054925735
1697,12.053287836258484
1698,12.810586038616535
1699,12.751073922910807
1700,12.43043546091123
1701,12.434247294663463
1702,12.49571735201712
1703,12.443949682232418
1704,12.553394428988133
1705,12.339228281457771
1706,13.034609011673004
1707,12.281633089829521
1708,12.252522582032539
1709,12.556576728204593
1710,12.34201391512432
1711,12.462522990393184
1712,12.49754092876649
1713,12.438820509334981
1714,12.328783276212086
1715,12.229556531218554
1716,12.103232736588827
1717,12.042339051232986
1718,11.736506185496314
1719,12.19231053946166
1720,12.418646978245784
1721,12.011998848740152
1722,11.676270678444723
1723,11.90215910685194
1724,12.355627891321701
1725,12.360952417321307
1726,12.143050819511345
1727,11.97026390856019
1728,12.124706036689867
1729,12.0125802354882
1730,12.022190532613024
